MetNum_that_touches 	 number_of_touchPoints 	 total_touching_volume 	 total_touching_surface_area/2
37942 	 2 	 1622.0416 	 430.1634
38001 	 7 	 34719.4138 	 6897.115
38014 	 31 	 73841.5119 	 15665.8466
38023 	 24 	 154827.731 	 22565.0661
38024 	 1 	 1313.0813 	 365.3928
38052 	 5 	 13053.5727 	 3378.1396
38055 	 15 	 50360.529 	 8272.4849
38081 	 8 	 105973.383 	 16294.9514
38086 	 1 	 5908.8658 	 1136.9227
38104 	 1 	 6565.4064 	 1295.5148
38151 	 2 	 19734.8392 	 3116.4294
38188 	 1 	 12435.6521 	 2057.7569
38199 	 1 	 8805.3686 	 1380.1249
38209 	 2 	 386.2004 	 142.4129
38213 	 324 	 261998.335 	 69250.1057
38242 	 5 	 3282.7032 	 1003.1911
38264 	 2 	 617.9206 	 190.7585
38273 	 1 	 4827.5047 	 806.974
38284 	 2 	 2317.2023 	 547.2659
38322 	 56 	 40319.3192 	 10466.6693
38327 	 84 	 139572.816 	 25936.2218
38340 	 29 	 186689.262 	 32463.2293
38350 	 1 	 2162.7221 	 498.2958
38358 	 3 	 11508.7712 	 2177.8544
38409 	 7 	 19464.4989 	 3762.7941
38410 	 232 	 2594957.57 	 304148.296
38413 	 1 	 15950.0755 	 2064.9923
38450 	 1 	 35762.1548 	 4551.5207
38479 	 3 	 7685.3875 	 1917.8526
38481 	 5 	 16645.2362 	 2808.8606
38486 	 3 	 12744.6124 	 2256.7196
38488 	 14 	 74575.2926 	 12046.5365
38504 	 3 	 6372.3062 	 1415.6117
38506 	 136 	 103463.081 	 27015.3699
38510 	 3 	 13169.4328 	 2106.1771
38512 	 5 	 11817.7315 	 2134.1447
38514 	 27 	 22206.5216 	 5537.0699
38564 	 1 	 4479.9244 	 1014.9899
38595 	 2 	 28694.6879 	 3821.057
38648 	 40 	 171550.207 	 31795.0278
38656 	 389 	 866981.224 	 180103.003
38667 	 10 	 41014.4799 	 8261.268
38680 	 2 	 2703.4026 	 604.4971
38690 	 92 	 183638.279 	 36264.6328
38712 	 10 	 7492.2873 	 1996.7848
38715 	 3 	 2433.0624 	 774.3497
38720 	 6 	 12397.0321 	 2427.5909
38724 	 2 	 3205.4631 	 892.2062
38735 	 20 	 12667.3723 	 3629.3814
38800 	 1 	 4634.4045 	 856.2687
38804 	 4 	 31822.911 	 4140.2532
38844 	 4 	 48429.5271 	 8100.9067
38845 	 3 	 26107.1454 	 3362.0621
38851 	 2 	 2587.5425 	 580.8897
38859 	 23 	 175682.551 	 24594.4601
38885 	 2 	 14019.0736 	 2063.5906
38911 	 23 	 35762.1548 	 6974.8601
38941 	 60 	 90988.8086 	 18850.5019
38946 	 5 	 2819.2627 	 828.4647
38957 	 1 	 24214.7636 	 2650.8006
38981 	 1 	 2433.0624 	 493.1726
38988 	 2 	 3359.9433 	 623.7398
38998 	 28 	 85427.5231 	 15752.2881
39003 	 16 	 51094.3097 	 9019.5015
39010 	 3 	 41786.8807 	 5274.9528
39046 	 1 	 3475.8034 	 750.0368
39064 	 3 	 4286.8242 	 973.5818
39098 	 2 	 5059.2249 	 845.4156
39122 	 1 	 2239.9622 	 571.0033
39128 	 4 	 17301.7768 	 3692.0511
39157 	 2 	 5908.8658 	 996.9623
39161 	 137 	 898031.734 	 137295.164
39178 	 1 	 2626.1626 	 539.2841
39181 	 3 	 502.0605 	 196.054
39209 	 10 	 13092.1927 	 2946.6016
39224 	 1 	 8805.3686 	 1164.483
39243 	 49 	 209475.084 	 33313.3812
39247 	 1 	 28694.6879 	 3458.2249
39269 	 17 	 29969.1492 	 6895.9128
39282 	 2 	 8187.448 	 1238.4674
39293 	 76 	 218666.653 	 41377.3255
39299 	 7 	 36225.5953 	 4732.2833
39331 	 5 	 130226.767 	 15385.799
39356 	 6 	 28656.0679 	 7027.636
39391 	 3 	 811.0208 	 295.7138
39405 	 3 	 4325.4442 	 1076.8338
39407 	 4 	 2471.6824 	 790.8838
39413 	 2 	 2510.3024 	 560.7184
39447 	 5 	 27999.5273 	 3832.6255
39452 	 3 	 79441.4173 	 11234.4398
39459 	 26 	 59706.5781 	 10795.5732
39513 	 3 	 138414.215 	 14311.1631
39520 	 5 	 49433.6481 	 7393.9577
39527 	 1 	 16838.3364 	 2257.1372
39564 	 1 	 4634.4045 	 1144.2021
39606 	 2 	 3398.5633 	 951.1664
39617 	 17 	 234076.048 	 28857.639
39628 	 2 	 5213.7051 	 958.2572
39640 	 1 	 19927.9394 	 2285.1198
39657 	 10 	 10697.7504 	 2573.6912
39673 	 172 	 566671.812 	 102937.622
39674 	 4 	 15139.0547 	 2816.5062
39748 	 261 	 216851.511 	 56989.5225
39755 	 2 	 2973.7429 	 676.5459
39793 	 15 	 18228.6577 	 4254.6351
39796 	 2 	 2124.1021 	 641.6073
39802 	 174 	 248481.322 	 53465.6519
39869 	 312 	 595559.6 	 120813.424
3969 	 134 	 565049.77 	 101155.415
4039 	 1 	 3128.223 	 617.7769
4072 	 1 	 1660.6616 	 489.5599
4090 	 13 	 4093.724 	 1349.3404
4092 	 56 	 70674.6688 	 19638.5662
4098 	 10 	 1931.0019 	 706.0655
4103 	 41 	 177459.073 	 30858.524
4122 	 1 	 7492.2873 	 1200.5633
4140 	 40 	 163362.759 	 28894.3192
4165 	 2 	 3514.4234 	 788.5942
4211 	 6 	 5599.9055 	 1289.756
4231 	 236 	 854082.131 	 143661.813
4232 	 40 	 184294.819 	 33276.9419
4244 	 11 	 47309.546 	 10111.8197
4246 	 1 	 733.7807 	 217.3719
4281 	 41 	 236933.931 	 40365.7384
4284 	 10 	 18190.0377 	 4459.288
4299 	 4 	 13903.2135 	 2573.6933
4315 	 20 	 124202.041 	 20064.0237
4331 	 2 	 1776.5217 	 507.5234
4339 	 4 	 14598.3742 	 2230.6245
4342 	 1 	 2626.1626 	 534.2549
4361 	 71 	 197039.432 	 37108.2462
4374 	 7 	 656.5406 	 257.1601
4380 	 5 	 14405.274 	 2203.5685
4445 	 11 	 60401.7388 	 9515.6597
4467 	 1 	 8419.1682 	 1500.2499
39987 	 9 	 48815.7275 	 9378.6196
40001 	 2 	 45841.9846 	 5556.9303
40004 	 274 	 604056.008 	 125824.463
40022 	 2 	 347.5803 	 135.6894
40053 	 1 	 4866.1247 	 954.2015
40063 	 1 	 4634.4045 	 1105.2626
40064 	 1 	 5329.5652 	 1204.7075
40092 	 1 	 3321.3232 	 654.6699
40096 	 63 	 339779.091 	 51296.2505
40112 	 9 	 39971.7389 	 5562.9431
40124 	 2 	 115.8601 	 50.5554
40133 	 3 	 3398.5633 	 827.3401
40134 	 14 	 46614.3854 	 8118.9159
40143 	 39 	 54068.0526 	 12709.7119
40160 	 1 	 35105.6142 	 3714.3028
40161 	 141 	 1268127.55 	 153420.36
40169 	 2 	 15370.775 	 2010.1725
40172 	 3 	 4441.3043 	 1035.7956
40180 	 6 	 91838.4494 	 11557.5637
40211 	 3 	 3707.5236 	 913.8742
40222 	 4 	 1506.1815 	 534.8419
40258 	 1 	 38195.2172 	 4394.7559
40337 	 1 	 5136.465 	 1045.832
40340 	 3 	 4557.1644 	 1188.6512
40350 	 1 	 1660.6616 	 428.9282
40360 	 3 	 44799.2436 	 4763.8644
40362 	 9 	 86508.8842 	 14327.9179
40403 	 4 	 849.6408 	 327.0681
40406 	 1 	 18962.4385 	 2663.6051
40408 	 37 	 37229.7162 	 8134.2225
40418 	 2 	 18035.5576 	 3018.3906
40450 	 1 	 18730.7182 	 2274.5493
40470 	 5 	 9500.5292 	 2042.461
40485 	 10 	 22669.9621 	 4341.0398
40524 	 67 	 333445.405 	 56191.9874
40527 	 42 	 144632.041 	 21061.8505
40535 	 1 	 22399.6218 	 2439.0585
40536 	 3 	 33367.7125 	 4300.9629
40548 	 1 	 52368.771 	 6232.6974
40558 	 1 	 4325.4442 	 845.0858
40560 	 1 	 8728.1285 	 1439.5467
40573 	 9 	 37075.2361 	 6469.7737
40590 	 1 	 6681.2665 	 1178.6764
40594 	 1 	 13671.4933 	 2160.7693
40597 	 3 	 3166.8431 	 867.9803
40611 	 79 	 83342.0411 	 19055.7328
40630 	 3 	 1158.6011 	 345.1741
40667 	 6 	 8226.068 	 1472.9381
40683 	 1 	 502.0605 	 163.9116
40727 	 1 	 1853.7618 	 401.3428
40728 	 2 	 11972.2117 	 1590.5659
40912 	 13 	 20623.1001 	 5128.956
40915 	 1 	 6256.4461 	 1034.9026
40939 	 6 	 2162.7221 	 653.8882
40963 	 4 	 10736.3704 	 2480.5162
41044 	 32 	 239714.573 	 38500.5344
41068 	 3 	 7106.0869 	 1569.9757
41097 	 23 	 462822.53 	 53766.6619
41111 	 4 	 5522.6654 	 1343.8011
41127 	 6 	 1390.3214 	 489.0665
41139 	 2 	 55458.374 	 7220.4122
41177 	 1 	 7299.1871 	 1282.6656
41179 	 5 	 888.2609 	 315.1727
41181 	 9 	 73995.992 	 10354.287
41184 	 11 	 15911.4555 	 3395.3654
41187 	 7 	 11508.7712 	 2503.7628
41191 	 1 	 35916.635 	 4869.4327
41193 	 1 	 15409.395 	 3600.6004
41266 	 6 	 20236.8997 	 3946.2733
41308 	 2 	 4170.9641 	 976.9493
41312 	 9 	 15139.0547 	 2852.7099
41326 	 2 	 424.8204 	 152.4141
41364 	 1 	 6912.9867 	 1206.6177
41404 	 1 	 19271.3988 	 2445.3973
41411 	 11 	 7801.2476 	 1574.3652
41456 	 1 	 14830.0944 	 1702.8698
41469 	 3 	 540.6805 	 211.7653
41524 	 1 	 31011.8902 	 3560.1759
41567 	 1 	 37847.6368 	 4979.9493
41590 	 4 	 8187.448 	 1847.951
41603 	 1 	 30664.3098 	 3431.1622
41612 	 28 	 157840.094 	 28166.0853
41613 	 1 	 6179.206 	 876.5686
41615 	 180 	 330626.142 	 64510.0736
41629 	 1 	 7878.4877 	 1575.4187
41674 	 3 	 308.9603 	 127.7746
41693 	 2 	 231.7202 	 93.1197
41701 	 20 	 10504.6502 	 2546.8278
41702 	 10 	 7646.7674 	 1871.8277
41710 	 3 	 31822.911 	 5662.763
41726 	 8 	 18305.8978 	 3917.4809
41735 	 66 	 242881.416 	 43386.9069
41768 	 1 	 347.5803 	 125.2722
41802 	 1 	 9655.0094 	 1439.364
41846 	 5 	 1235.8412 	 404.4802
41853 	 2 	 59745.1981 	 7493.4446
41875 	 15 	 87628.8653 	 14338.5374
41878 	 4 	 7221.947 	 1628.5554
41922 	 8 	 3900.6238 	 1031.3323
41942 	 2 	 60285.8787 	 6551.2194
41958 	 63 	 52523.2511 	 13484.967
41981 	 21 	 91761.2093 	 17169.637
41990 	 2 	 8226.068 	 1472.7118
42025 	 4 	 270.3403 	 115.2379
42046 	 28 	 71253.9693 	 13566.0768
42060 	 1 	 270.3403 	 94.296
42105 	 2 	 3900.6238 	 716.8733
42113 	 1 	 13825.9735 	 1957.7096
42117 	 1 	 20584.48 	 3089.2017
42131 	 3 	 24716.8241 	 2881.0921
42159 	 1 	 12667.3723 	 2064.6776
42164 	 1 	 31243.6104 	 4272.381
42168 	 4 	 540.6805 	 217.1469
42180 	 1 	 21549.981 	 3187.4289
42183 	 2 	 4788.8847 	 1302.683
42188 	 1 	 231.7202 	 81.8181
42220 	 924 	 1790077.36 	 348251.149
42236 	 5 	 15409.395 	 3304.7106
42246 	 1 	 16413.516 	 2229.6612
42257 	 9 	 96627.334 	 13548.7428
42292 	 140 	 86122.6838 	 21730.8567
42310 	 3 	 8728.1285 	 1408.1444
42320 	 1 	 37461.4365 	 3920.6626
42334 	 1 	 8959.8487 	 1164.0573
42349 	 55 	 76120.0941 	 15602.2178
42372 	 5 	 8921.2287 	 1928.0101
42405 	 3 	 4441.3043 	 874.5271
42435 	 4 	 3437.1833 	 754.2099
42480 	 3 	 9655.0094 	 1416.9259
42502 	 53 	 116593.893 	 23987.363
42607 	 4 	 14830.0944 	 2996.2347
42608 	 8 	 2587.5425 	 894.1155
42668 	 108 	 339740.471 	 65515.6783
42671 	 5 	 1506.1815 	 506.2995
42674 	 3 	 4248.2041 	 1042.3457
42782 	 15 	 93769.4513 	 15074.6916
42803 	 5 	 42829.6217 	 6496.3968
42807 	 2 	 1853.7618 	 474.1399
42820 	 2 	 29660.1889 	 4498.6321
42821 	 6 	 28810.548 	 3141.6073
42822 	 3 	 4557.1644 	 1147.6459
42824 	 1 	 11315.671 	 1747.4493
42840 	 6 	 36611.7956 	 5244.9432
42913 	 1 	 9268.809 	 1569.9521
42924 	 1 	 21279.6407 	 2779.1112
42930 	 118 	 286599.299 	 61574.0711
42933 	 1 	 4634.4045 	 1316.4575
42936 	 1 	 115.8601 	 47.3903
42950 	 14 	 9461.9092 	 2552.0131
42955 	 1 	 9616.3894 	 1501.5704
42960 	 1 	 8226.068 	 1651.6392
42964 	 1 	 7839.8676 	 1425.3776
42968 	 1 	 3475.8034 	 730.5596
43006 	 3 	 386.2004 	 161.5492
43024 	 4 	 7144.707 	 1571.6239
43041 	 1 	 11740.4914 	 1966.6393
43047 	 39 	 111998.109 	 20041.3864
43048 	 1 	 24098.9035 	 3489.9932
43050 	 1 	 9809.4895 	 1305.0986
43072 	 11 	 7801.2476 	 2242.7519
43148 	 1 	 4557.1644 	 1174.2605
43152 	 501 	 1348882.05 	 249751.897
43155 	 1 	 29080.8883 	 2796.6455
43156 	 3 	 6410.9262 	 1294.2051
43201 	 4 	 5329.5652 	 1165.6344
43215 	 12 	 75038.733 	 11269.4075
43224 	 1 	 5754.3856 	 1117.538
43228 	 2 	 4904.7448 	 1160.4665
43229 	 8 	 7530.9073 	 2011.7135
43249 	 1 	 9037.0888 	 1261.0473
43281 	 3 	 4248.2041 	 1062.236
43283 	 1 	 4904.7448 	 938.5918
43290 	 4 	 1351.7013 	 468.537
43292 	 12 	 2896.5028 	 1046.205
43302 	 7 	 53913.5725 	 7145.7591
43303 	 4 	 17687.9772 	 2869.5765
43340 	 2 	 22438.2418 	 2908.2164
43356 	 1 	 36959.376 	 5770.7446
43370 	 2 	 270.3403 	 111.824
43465 	 2 	 115.8601 	 50.2155
43470 	 24 	 39624.1586 	 8803.6712
43529 	 3 	 7453.6673 	 1879.4948
43554 	 1 	 540.6805 	 167.8803
43576 	 8 	 73146.3512 	 12456.4628
43608 	 3 	 128141.285 	 18836.1586
43617 	 1 	 16297.6559 	 2236.9411
43622 	 5 	 63954.7822 	 9213.5165
43628 	 4 	 39624.1586 	 6116.5551
43632 	 1 	 2626.1626 	 578.7651
43635 	 6 	 5638.5255 	 1448.5257
43639 	 6 	 8380.5482 	 1861.3017
43655 	 3 	 772.4008 	 270.5008
43672 	 1 	 10890.8506 	 2041.9112
43677 	 3 	 9886.7296 	 2200.4338
43686 	 2 	 424.8204 	 160.4384
43727 	 2 	 772.4008 	 287.3616
43741 	 2 	 3668.9036 	 802.8012
43763 	 7 	 6024.7259 	 1772.4425
43791 	 2 	 6101.9659 	 1027.5462
43805 	 3 	 26261.6256 	 4534.3016
43807 	 4 	 15409.395 	 2583.7584
43809 	 2 	 65267.8635 	 6878.1692
43830 	 7 	 13517.0132 	 3196.4073
43835 	 1 	 2626.1626 	 527.7032
43870 	 2 	 20507.24 	 3033.0299
43875 	 1 	 51403.27 	 6214.904
43876 	 56 	 216310.831 	 37488.4524
43900 	 1 	 2548.9225 	 612.6104
43913 	 3 	 5059.2249 	 1042.8828
43921 	 292 	 607415.951 	 118132.262
43956 	 1 	 86238.5439 	 9909.7757
44008 	 2 	 13053.5727 	 2656.366
44010 	 3 	 2973.7429 	 769.6788
44024 	 21 	 64418.2227 	 12862.7635
44055 	 133 	 106359.584 	 28701.2561
44075 	 79 	 180394.196 	 37162.6513
44079 	 1 	 5329.5652 	 1199.3344
44094 	 328 	 279686.312 	 66727.4159
44098 	 5 	 502.0605 	 203.3747
44133 	 23 	 148609.905 	 23915.7583
44135 	 1 	 3591.6635 	 612.9287
44145 	 3 	 33213.2323 	 5355.5504
44200 	 1 	 3630.2835 	 807.8295
44209 	 2 	 7492.2873 	 1423.8712
44215 	 3 	 19927.9394 	 3674.3855
44250 	 42 	 84037.2018 	 16782.9939
44263 	 4 	 2819.2627 	 870.0241
44265 	 1 	 1274.4612 	 377.7096
44276 	 51 	 100450.718 	 22222.8117
44325 	 1 	 43177.202 	 4918.4464
44345 	 1 	 21086.5405 	 3161.268
44366 	 4 	 2896.5028 	 687.9687
44369 	 3 	 965.5009 	 331.2469
44436 	 1 	 1776.5217 	 501.6971
44438 	 8 	 2819.2627 	 856.2844
44453 	 27 	 175721.171 	 25385.6673
44459 	 1 	 4750.2646 	 875.0515
44460 	 1 	 4016.4839 	 779.0208
44461 	 3 	 4402.6843 	 1039.1016
44466 	 37 	 73995.992 	 17530.3395
44484 	 7 	 4557.1644 	 1339.4287
44490 	 2 	 2046.862 	 569.363
44555 	 2 	 33831.1529 	 3809.8298
44595 	 4 	 26145.7654 	 4436.4714
44597 	 1 	 38.62 	 17.2921
44602 	 9 	 49472.2681 	 9472.9227
44611 	 1 	 6604.0264 	 1214.5484
44631 	 10 	 2973.7429 	 1006.6643
44645 	 2 	 2935.1229 	 797.3976
44663 	 1 	 42636.5215 	 6029.3595
44664 	 11 	 12976.3326 	 3647.8975
44666 	 2 	 6256.4461 	 1200.6326
44715 	 6 	 9848.1096 	 2095.1644
44726 	 60 	 73416.6915 	 17388.9401
44729 	 3 	 65345.1036 	 10241.246
44735 	 7 	 11122.5708 	 2511.5632
44736 	 2 	 22206.5216 	 2636.0713
44776 	 1 	 22785.8222 	 2548.119
44794 	 1 	 849.6408 	 234.7245
44808 	 2 	 12435.6521 	 2434.4907
44830 	 6 	 3668.9036 	 1050.09
44833 	 12 	 5097.845 	 1617.9464
44859 	 1 	 5175.085 	 1128.9339
45042 	 3 	 16104.5557 	 2747.3609
45087 	 4 	 17185.9167 	 3839.6199
45145 	 24 	 16413.516 	 4320.9942
45231 	 2 	 27690.5669 	 4258.9812
45233 	 24 	 44297.1831 	 9416.0721
45250 	 8 	 15177.6748 	 2544.1996
45267 	 191 	 193216.048 	 49648.6896
45378 	 9 	 5020.6049 	 1489.9858
45388 	 1 	 2935.1229 	 757.8406
45402 	 80 	 244928.278 	 45306.8691
45406 	 1 	 6372.3062 	 1192.7349
45410 	 1 	 16915.5765 	 2935.3618
45416 	 1 	 1776.5217 	 523.8522
45421 	 51 	 27729.187 	 7116.572
45438 	 7 	 14019.0736 	 2930.0674
45440 	 2 	 6063.3459 	 1179.6418
45444 	 15 	 77162.8351 	 12999.9
45452 	 5 	 24909.9242 	 4900.7143
45470 	 16 	 48854.3475 	 8706.7582
45474 	 14 	 27034.0263 	 4704.2343
45478 	 10 	 14173.5538 	 3263.9756
45486 	 47 	 71331.2094 	 13807.9313
45505 	 81 	 56732.8352 	 14865.7766
45516 	 3 	 231.7202 	 94.4464
45519 	 245 	 497812.284 	 98022.6865
45527 	 1 	 9616.3894 	 1506.5721
45529 	 1 	 10659.1304 	 1911.8441
45534 	 6 	 2896.5028 	 770.0618
45540 	 1 	 27574.7068 	 2997.9774
45574 	 3 	 1351.7013 	 407.6182
4510 	 3 	 2201.3421 	 597.3756
4523 	 2 	 270.3403 	 102.6096
4525 	 43 	 565435.97 	 73504.9652
4531 	 3 	 1815.1418 	 597.3812
4550 	 13 	 6449.5463 	 1880.3887
4551 	 4 	 9268.809 	 1910.6771
4589 	 34 	 71408.4495 	 12398.0256
4600 	 88 	 120185.557 	 27441.483
4658 	 1 	 1931.0019 	 521.2616
4678 	 41 	 32633.9318 	 7943.2729
4688 	 17 	 50785.3494 	 8581.3338
4727 	 191 	 231140.925 	 52920.663
4762 	 1 	 1235.8412 	 287.1932
4787 	 1 	 46730.2455 	 6005.3759
4794 	 4 	 28192.6274 	 6055.4115
4796 	 11 	 5252.3251 	 1532.3523
4833 	 2 	 193.1002 	 80.8956
4859 	 2 	 154.4802 	 65.2644
4911 	 6 	 29003.6482 	 4522.9151
4913 	 35 	 39315.1983 	 9293.9561
4936 	 4 	 28269.8675 	 4131.6303
4939 	 37 	 244812.418 	 36071.2901
4945 	 1 	 46344.0451 	 5081.6293
4965 	 125 	 354686.425 	 59698.6109
4968 	 32 	 385273.495 	 47011.7661
5030 	 39 	 22631.342 	 6001.4775
5065 	 3 	 3900.6238 	 1037.0823
45627 	 2 	 4325.4442 	 1146.0842
45635 	 3 	 9191.5689 	 1750.7965
45650 	 3 	 12281.172 	 2806.223
45653 	 3 	 35800.7748 	 6497.5238
45677 	 42 	 29312.6085 	 7440.1613
45679 	 1 	 3553.0435 	 735.5308
45683 	 1 	 1892.3818 	 535.8251
45686 	 1 	 270.3403 	 100.7651
45688 	 3 	 2124.1021 	 608.2595
45692 	 52 	 135324.612 	 24193.8053
45705 	 1 	 65345.1036 	 7215.0922
45716 	 70 	 99099.0164 	 21857.6565
45767 	 1 	 5870.2457 	 1232.5979
45777 	 38 	 118100.075 	 22172.7438
45791 	 1 	 30857.41 	 4406.3539
45799 	 2 	 695.1607 	 219.8696
45821 	 1 	 11779.1115 	 1729.8682
45824 	 6 	 9152.9489 	 2197.189
45834 	 1 	 386.2004 	 143.5034
45842 	 2 	 1467.5614 	 418.6782
45899 	 2 	 15602.4952 	 2519.505
45908 	 7 	 78784.8767 	 9428.4437
45909 	 1 	 308.9603 	 114.0733
45918 	 40 	 162937.939 	 28041.5168
45919 	 4 	 15718.3553 	 2725.4703
45931 	 146 	 200129.035 	 44850.0302
45936 	 1 	 7299.1871 	 1207.7824
45939 	 49 	 107093.364 	 19738.5302
45959 	 4 	 3784.7637 	 1048.0674
45972 	 2 	 11972.2117 	 1951.0331
45980 	 2 	 6642.6465 	 1351.3898
45985 	 3 	 18962.4385 	 3025.327
45999 	 9 	 6333.6862 	 1410.7092
46002 	 30 	 72721.5308 	 14855.3624
46007 	 639 	 686818.748 	 159966.181
46012 	 1 	 7839.8676 	 1202.0967
46014 	 6 	 16374.8959 	 3394.4396
46026 	 9 	 27883.6671 	 5491.6092
46038 	 72 	 130960.547 	 27858.2473
46040 	 159 	 826546.044 	 144410.339
46046 	 1 	 38.62 	 17.2921
46066 	 1 	 4557.1644 	 881.0498
46067 	 3 	 66889.9051 	 7016.6923
46069 	 1 	 8959.8487 	 1332.44
46117 	 1 	 231.7202 	 82.6815
46127 	 9 	 6101.9659 	 1783.3457
46135 	 131 	 360324.951 	 63604.3936
46181 	 1 	 31359.4705 	 3621.7052
46213 	 8 	 1815.1418 	 615.0642
46230 	 1 	 4673.0245 	 764.4111
46233 	 17 	 62603.0809 	 10918.8655
46245 	 7 	 2664.7826 	 718.9635
46246 	 2 	 23944.4233 	 2867.8617
46276 	 32 	 53643.2322 	 11998.0917
46309 	 14 	 192327.787 	 26234.2532
46326 	 1 	 5020.6049 	 797.2706
46330 	 1 	 7646.7674 	 1708.3166
46349 	 41 	 121691.738 	 20769.6715
46370 	 2 	 193.1002 	 75.8276
46392 	 1 	 39006.238 	 3728.5693
46394 	 1 	 38.62 	 17.2921
46398 	 117 	 178926.634 	 40146.0302
46402 	 2 	 926.8809 	 268.4149
46427 	 1 	 154.4802 	 58.5354
46435 	 14 	 165911.681 	 19269.96
46459 	 2 	 39701.3986 	 4292.5375
46460 	 6 	 41825.5007 	 7559.1211
46465 	 2 	 17417.637 	 2646.5245
46469 	 1 	 4866.1247 	 744.6279
46614 	 95 	 180085.235 	 38097.4609
46623 	 19 	 234114.668 	 28752.0101
46630 	 5 	 5136.465 	 1180.9918
46633 	 2 	 9693.6294 	 1801.1171
46666 	 6 	 15448.015 	 2578.119
46784 	 5 	 5059.2249 	 1326.0259
46788 	 9 	 30239.4894 	 6295.3073
46801 	 2 	 4441.3043 	 731.2922
46802 	 13 	 93614.9711 	 11225.8596
46811 	 4 	 4325.4442 	 1195.0187
46822 	 25 	 70404.3285 	 12012.0466
46855 	 1 	 11354.2911 	 1855.0508
46867 	 3 	 15254.9148 	 2526.4647
46868 	 39 	 56655.5951 	 11211.1042
46883 	 1 	 38.62 	 17.2921
46924 	 1 	 5020.6049 	 1037.7152
46945 	 33 	 127137.164 	 22200.1069
46949 	 9 	 2433.0624 	 819.7737
46997 	 86 	 569838.655 	 94654.8996
47002 	 35 	 387050.017 	 52704.7123
47023 	 159 	 143512.06 	 34270.1597
47031 	 106 	 114701.512 	 25847.9964
47044 	 4 	 25991.2853 	 4824.824
47060 	 2 	 23442.3628 	 3621.3547
47070 	 2 	 115.8601 	 50.2155
47077 	 4 	 10736.3704 	 2009.5202
47101 	 3 	 8843.9886 	 2035.9425
47139 	 38 	 212332.967 	 36780.0864
47174 	 3 	 46150.9449 	 6836.3882
47196 	 125 	 205458.6 	 44511.7975
47234 	 25 	 8341.9281 	 2696.7543
47247 	 76 	 104853.402 	 23726.1093
47255 	 2 	 16606.6162 	 2385.18
47257 	 1 	 3823.3837 	 814.2268
47286 	 5 	 17185.9167 	 3671.5637
47306 	 4 	 9268.809 	 1888.4058
47315 	 5 	 9114.3289 	 1820.884
47319 	 1 	 9384.6691 	 1223.8291
47321 	 1 	 33792.5329 	 2923.1836
47342 	 14 	 18885.1984 	 4238.1536
47381 	 2 	 9461.9092 	 2139.8791
47444 	 4 	 15795.5954 	 3061.3828
47454 	 3 	 502.0605 	 199.1218
47467 	 10 	 1351.7013 	 527.8891
47482 	 2 	 502.0605 	 194.878
47497 	 22 	 18460.378 	 3990.8303
47510 	 20 	 13787.3534 	 3628.7377
47524 	 3 	 24871.3042 	 4104.2158
47530 	 1 	 17842.4574 	 2612.666
47597 	 2 	 2935.1229 	 665.1276
47634 	 124 	 133895.67 	 27304.5126
47655 	 28 	 31398.0906 	 6983.5065
47660 	 37 	 52330.1509 	 10289.4984
47700 	 80 	 96781.8142 	 20969.3471
47738 	 4 	 54145.2927 	 6115.0531
47744 	 1 	 9075.7088 	 1551.4753
47755 	 11 	 11701.8714 	 2958.0177
47801 	 1 	 3282.7032 	 738.854
47802 	 6 	 30085.0093 	 5182.5232
47805 	 1 	 18614.8581 	 2290.9364
47809 	 11 	 34564.9336 	 7250.4477
47840 	 2 	 617.9206 	 211.21
47868 	 1 	 2124.1021 	 589.6417
47878 	 3 	 1467.5614 	 424.8038
47931 	 6 	 13941.8336 	 2777.8923
47962 	 5 	 1042.741 	 377.0506
47988 	 5 	 18653.4782 	 2935.6448
47998 	 12 	 29698.8089 	 7157.0257
48038 	 20 	 48390.9071 	 8687.2572
48041 	 10 	 9848.1096 	 2751.9012
48048 	 21 	 17572.1171 	 4230.2712
48081 	 2 	 6912.9867 	 1251.5311
48087 	 2 	 26107.1454 	 2728.1849
48094 	 2 	 5986.1058 	 1251.7015
48114 	 59 	 69014.0072 	 16364.1348
48130 	 10 	 8264.688 	 2115.4265
48142 	 1 	 9770.8695 	 1490.0413
48164 	 3 	 1351.7013 	 433.9638
48249 	 11 	 81719.9995 	 13691.4272
48338 	 4 	 5368.1852 	 1149.7807
48339 	 4 	 19657.5991 	 3338.0402
48375 	 3 	 36341.4554 	 5383.8792
48379 	 1 	 17572.1171 	 2430.5382
48391 	 1 	 772.4008 	 264.7356
48401 	 1 	 38.62 	 17.2921
48415 	 5 	 4788.8847 	 899.8233
48424 	 1 	 2626.1626 	 652.6061
48452 	 4 	 35028.3741 	 4635.4318
48525 	 6 	 63568.5819 	 8242.0381
48541 	 1 	 8496.4083 	 1624.367
48558 	 3 	 3939.2438 	 1046.6232
48564 	 327 	 217121.851 	 55139.81
48565 	 3 	 4132.344 	 1117.0144
48579 	 95 	 217469.432 	 41058.4596
48601 	 3 	 5870.2457 	 1541.6823
48663 	 2 	 231.7202 	 86.6384
48674 	 2 	 270.3403 	 105.6564
48681 	 4 	 656.5406 	 236.6968
48688 	 5 	 19503.119 	 4027.3038
48697 	 3 	 3089.603 	 874.9639
48711 	 13 	 106514.064 	 16610.6085
