MET_ID	1	10	11	100	101	110	111	Volume corrected	min_dist	max_dist	mean_dist	Nearest Vessel Thickness	Vessel Volume	Clone1	Clone2	Clone3	Clone4	Clone5	Clone6	Clone7	Volume	Box.X.Min	Box.X.Max	Box.Y.Min	Box.Y.Max	Box.Z.Min	Box.Z.Max	centroid_x	centroid_y	centroid_z
30617	1.0	0.0	0.0	0.0	0.0	0.0	0.0	17959.486221	108.4423008	140.8693351	125.4170971	17.474335	0.0	1	0	0	0	0	0	0	460	1016	1025	1186	1195	538	553	1020.5	1190.5	545.5
30705	0.0	0.0	0.0	1.0	0.0	0.0	0.0	14055.250086	43.54866103	73.6677832	58.64016598	13.9901	0.0	0	0	0	1	0	0	0	360	1016	1025	1374	1383	541	549	1020.5	1378.5	545.0
30730	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13625.784117	77.42397023	99.02927484	87.75243759	13.926126	0.0	1	0	0	0	0	0	0	349	787	794	2023	2029	541	557	790.5	2026.0	549.0
30754	1.0	0.0	0.0	0.0	0.0	0.0	0.0	121382.70147	0.0	51.89202175	20.52747461	151.07014	136063.509	1	0	0	0	0	0	0	3109	898	921	1411	1430	543	578	909.5	1420.5	560.5
30761	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12376.428552000001	51.96897165	87.48078975	70.79726871	25.655481	0.0	0	1	0	0	0	0	0	317	1175	1186	1531	1538	543	566	1180.5	1534.5	554.5
30789	1.0	0.0	0.0	0.0	0.0	0.0	0.0	17764.274412	60.64012353	91.52468562	74.84347064	25.617905	0.0	1	0	0	0	0	0	0	455	906	916	1052	1059	545	565	911.0	1055.5	555.0
30803	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10424.31048	137.0065848	159.88685	149.6955417	34.417423	0.0	0	1	0	0	0	0	0	267	1010	1021	1637	1647	545	564	1015.5	1642.0	554.5
30811	1.0	0.0	0.0	0.0	0.0	0.0	0.0	216567.97839	53.71993665	136.8869921	101.7080898	10.199471	39.0538	1	0	0	0	0	0	0	5547	739	767	1974	2001	545	573	753.0	1987.5	559.0
30839	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14758.012593	101.4085102	133.4603239	117.6787495	8.958905	0.0	1	0	0	0	0	0	0	378	727	736	1981	1988	546	562	731.5	1984.5	554.0
30844	1.0	0.0	0.0	0.0	0.0	0.0	0.0	30023.575883999998	88.94280387	128.2554872	110.193253	12.479322	0.0	1	0	0	0	0	0	0	769	1152	1162	1309	1321	547	566	1157.0	1315.0	556.5
30849	1.0	0.0	0.0	0.0	0.0	0.0	0.0	23464.459170000002	50.23440849	78.86504792	64.08738891	10.988659	0.0	1	0	0	0	0	0	0	601	1032	1044	1397	1413	547	568	1038.0	1405.0	557.5
30882	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9018.785475	35.12759523	53.48359375	44.73481291	162.54277	0.0	1	0	0	0	0	0	0	231	1007	1014	1494	1505	548	564	1010.5	1499.5	556.0
30902	1.0	0.0	0.0	0.0	0.0	0.0	0.0	575640.57582	88.27694264	244.3894139	177.8656482	129.61557	1226211.85	1	0	0	0	0	0	0	14744	829	914	1448	1532	549	663	871.5	1490.0	606.0
30932	0.0	0.0	0.0	1.0	0.0	0.0	0.0	70705.716408	11.87957602	60.21908552	40.15742621	11.761581	39.0538	0	0	0	1	0	0	0	1811	990	1003	1365	1376	550	575	996.5	1370.5	562.5
